Sno,ID,Candidate,Constituency,Party,Criminal Cases,Education,Total Assets,Total Liabilities,Net Assets
282,3734,Ambrose D,BANGALORE CENTRAL,IND,0,Post Graduate,575,0,575
283,7161,Amirthalingam .U,RAMANATHAPURAM,IND,0,8th Pass,1460000,370000,1090000
284,7662,Amit Aggarwal,GURDASPUR,IND,0,12th Pass,1249500,250000,999500
285,2970,Amit Bhatnagar,KHAJURAHO,AAP,0,Post Graduate,2136231,0,2136231
286,7709,Amit Jassi,JALANDHAR,IND,0,Graduate,377801,10000,367801
287,6787,Amit Kumar,SAMASTIPUR,Samajwadi Janata Party (Rashtriya),1,12th Pass,1478998,195000,1283998
288,3137,Amit Kumar,MORADABAD,Bahujan Mukti Party,0,Post Graduate,446061,0,446061
289,1000,Amit Kumar Sharma,NORTH EAST DELHI,IND,0,Graduate,1710000,0,1710000
290,4016,Amit Kumar Singh,RANCHI,IND,0,12th Pass,1169044,9000,1160044
291,5780,Amit Rawat,MOHANLALGANJ,AITC,0,10th Pass,160000,0,160000
292,1798,Amita Singh Jaat,ALIGARH,Sarva Samaj Kalyan Party,0,Post Graduate,3865000,0,3865000
293,2873,Amitabh Choudhary,RANCHI,JVM(P),0,Graduate Professional,17931854,1095618,16836236
294,3261,Amiya Kanta Mallick,JAJPUR,BJP,0,10th Pass,10680000,5130000,5550000
295,7850,Amrik Singh,PATIALA,New All India Congress Party,1,Illiterate,607780,0,607780
296,5206,Amrishbhai Rasiklal Patel,DHULE,INC,21,8th Pass,504197656,142934079,361263577
297,4642,Amrit Tirkey,RAIGARH,IND,0,8th Pass,2711000,0,2711000
298,5500,Anand Bhadauriya,DHAURAHRA,SP,3,Post Graduate,23997933,100000,23897933
299,5502,Anand Kumar,DHAURAHRA,NCP,0,12th Pass,1205500,0,1205500
300,24,Anand Kumar,NORTH EAST DELHI,AAP,0,Doctorate,29255377,72369,29183008
301,5249,Anand Kumar Jain,BHAGALPUR,IND,0,Graduate Professional,6172660,0,6172660
302,4154,Anand Mahato,DHANBAD,Marxist Co-Ordination,1,Graduate,6155932,0,6155932
303,5719,Anand Mehrotra,KANPUR,Nagrik Ekta Party,1,Post Graduate,1083000,0,1083000
304,3981,Anand Mishra,BILASPUR,AAP,0,Post Graduate,4685783,1440000,3245783
305,5879,Anand Prakash Pranjape,KALYAN,NCP,4,Post Graduate,35920212,3379297,32540915
306,3763,Ananda G,CHAMARAJANAGAR,IND,0,Others,130000,0,130000
307,2602,Ananda Gatty,DAKSHINA KANNADA,IND,0,Graduate Professional,5328850,450000,4878850
308,794,Ananda Kumar Samal,SAMBALPUR,AAP,0,Post Graduate,169838,123121,46717
309,7231,Ananda Sakharam Bhalerao,MUMBAI NORTH EAST,IND,0,10th Pass,157386,0,157386
310,6954,"Anandan Alias Kavignar Ananthamaalai, S",CHIDAMBARAM,IND,0,12th Pass,275000,0,275000
311,2180,Anandaraj Dokka,DHARWAD,IND,0,8th Pass,220000,0,220000
312,7561,"Anandharaj, M.",THOOTHUKKUDI,IND,0,Others,40000,0,40000
313,6319,Anandharajan.S,CUDDALORE,IND,0,Post Graduate,64850,17652,47198
314,7316,Anandkumar Sarvarsinh Vasava,BHARUCH,IND,0,Post Graduate,2296015,0,2296015
315,4030,Anandkumar.K,DHARMAPURI,IND,0,Not Given,1039000,0,1039000
316,2808,Anandram Sahu,RAJNANDGAON,BSP,0,8th Pass,6680680,300000,6380680
317,2924,Anant Lal Basor,DAMOH,IND,0,10th Pass,9014000,0,9014000
318,96,Anant Nayak,KEONJHAR,BJP,0,12th Pass,5241777,875448,4366329
319,189,Ananth Kumar,BANGALORE SOUTH,BJP,0,Graduate Professional,45224706,2883233,42341473
320,6421,Ananth Rao Gundepally,SECUNDERABAD,IND,0,Post Graduate,1750000,400000,1350000
321,398,Anantkumar Hegde,UTTARA KANNADA,BJP,0,12th Pass,32367360,15139611,17227749
322,5436,Anbalagan D,TIRUVANNAMALAI,IND,0,Graduate Professional,436200,0,436200
323,7443,Anbalagan.M,TIRUCHIRAPPALLI,IND,0,10th Pass,1276450,190000,1086450
324,6878,Anbazhagan .G,CHENNAI NORTH,IND,0,Post Graduate,1070799,0,1070799
325,7124,"Anbil Thangamani, K.",PERAMBALUR,IND,0,Post Graduate,6300000,0,6300000
326,6995,Anbumani Ramadoss,DHARMAPURI,Pattali Makkal Katchi,8,Graduate Professional,314378451,41941065,272437386
327,6991,Anbumani.G,DHARMAPURI,IND,0,12th Pass,1301000,0,1301000
328,6975,Anbuselvan.,COIMBATORE,IND,0,Graduate Professional,5831644,2900000,2931644
329,4208,Aneeta Hindoliya,UJJAIN,AAP,0,Post Graduate,5760417,1564210,4196207
330,2849,Angad Mahato,JAMSHEDPUR,Amra Bangalee,1,10th Pass,4005014,0,4005014
331,6993,Anguraj.P,DHARMAPURI,IND,0,12th Pass,3257000,241000,3016000
332,4923,Anil,AGRA,Bharatiya Kisan Parivartan Party,0,Literate,305538,0,305538
333,2057,Anil,ROHTAK,Rashtriya Bahujan Hitay Party,0,10th Pass,1520000,0,1520000
334,1996,Anil,KURUKSHETRA,IND,0,5th Pass,18036000,0,18036000
335,1639,Anil,MEERUT,IND,0,12th Pass,1594367,104944,1489423
336,5716,Anil Awasthi,KANPUR,AITC,0,Graduate,969443,0,969443
337,4882,Anil Bhagawati,GAUHATI,IND,2,Doctorate,4619004,229300,4389704
338,3490,Anil Jaysing Ghanvat,AHMEDNAGAR,IND,6,Graduate,33340000,163597,33176403
339,3898,Anil Khajuria,UDHAMPUR,IND,0,Graduate Professional,25000,0,25000
340,2769,Anil Kumar,PATNA SAHIB,IND,0,Post Graduate,199542,0,199542
341,640,Anil Kumar,THIRUVANANTHAPURAM,IND,0,12th Pass,40000,0,40000
342,1651,Anil Kumar,BAGHPAT,Peace Party,4,12th Pass,55427000,7522794,47904206
343,2042,Anil Kumar,SONIPAT,Rashtriya Bahujan Hitay Party,0,10th Pass,10875000,0,10875000
344,1619,Anil Kumar,MUZAFFARNAGAR,Bahujan Mukti Party,0,Graduate Professional,4662600,518000,4144600
345,1928,Anil Kumar,ERNAKULAM,IND,0,8th Pass,72000,0,72000
346,2366,Anil Kumar,JAIPUR RURAL,AAP,0,10th Pass,2992554,201420,2791134
347,6661,Anil Kumar,HAMIRPUR,Ambedkar Samaj Party,0,10th Pass,90000,0,90000
348,6749,Anil Kumar,UNNAO,IND,0,10th Pass,2100000,0,2100000
349,5005,Anil Kumar,FATEHPUR SIKRI,IND,0,Graduate,1412100,0,1412100
350,5814,Anil Kumar Chaudhary,UNNAO,IND,0,12th Pass,680050,0,680050
351,2784,Anil Kumar Gupta,UDHAMPUR,IND,0,Graduate,51621298,1717547,49903751
352,5266,Anil Kumar Mahto,PURNIA,Janvadi Party(Socialist),0,10th Pass,681406,0,681406
353,5812,Anil Kumar Mishra,UNNAO,Socialist Party (India),0,10th Pass,539375,52000,487375
354,695,Anil Kumar N S,ATTINGAL,BSP,1,12th Pass,433000,0,433000
355,1240,Anil Kumar Oraon,CHATRA,IND,0,10th Pass,3490000,25000,3465000
356,3073,Anil Kumar Sharma,BADAUN,Labour Party of India (V.V. Prasad),0,Graduate Professional,4900000,0,4900000
357,2370,Anil Kumar Sharma,JAIPUR,Jago Party,0,Graduate,75100,0,75100
358,2677,Anil Kumar Sharma,JAHANABAD,JD(U),1,Doctorate,8498803720,1095393904,7403409816
359,603,Anil M.R,SHIMOGA,IND,0,Others,774819,1252161,0
360,5884,Anil Motiram More,KALYAN,Bahujan Mukti Party,0,Graduate Professional,2828101,158609,2669492
361,4207,Anil Pale,UJJAIN,Bahujan Sangharshh Dal,0,Graduate Professional,507000,250000,257000
362,3373,Anil Shirole,PUNE,BJP,2,Graduate,227615279,4781007,222834272
363,4932,Anil Shukla Varsi,AKBARPUR,BSP,2,Graduate,32740272,11284827,21455445
364,4191,Anil Trivedi,INDORE,AAP,0,Post Graduate,14718234,0,14718234
365,4618,Anil Umre,RAIPUR,Ambedkarite Party of India,0,12th Pass,11000,0,11000
366,5301,Anilkumar Chhitubhai Bhagat,BHARUCH,JD(U),2,Graduate,28598975,1492925,27106050
367,5289,Anilkumar Kasturchand,AHMEDABAD EAST,IND,0,Graduate Professional,41494101,2400000,39094101
368,305,Anilkumar R,KOTTAYAM,AAP,0,Post Graduate,1686239,360000,1326239
369,6239,Anirud Sahu,MADHUBANI,Samajwadi Janata Party (Rashtriya),0,12th Pass,586000,800,585200
370,6535,Anirudhhsinh Juvansinh Zala,RAJKOT,IND,0,10th Pass,12877882,505939,12371943
371,3156,Anis Ahamad Khan,PILIBHIT,BSP,0,Graduate,32411744,0,32411744
372,1942,Anish Mariyil,IDUKKI,IND,0,12th Pass,8569000,0,8569000
373,4256,Anita,AGRA,Vanchitsamaj Insaaf Party,0,10th Pass,489000,0,489000
374,2893,Anita Hitendra Chaudhary,BHIND,SP,0,Graduate,15514000,10000,15504000
375,3416,Anita Jain,AJMER,IND,0,Graduate Professional,4700000,0,4700000
376,584,Anita Mondal,ANDAMAN & NICOBAR ISLANDS,AITC,1,Graduate,5471073,6000,5465073
377,1440,Anita Nagdigambar Tekam,NAGPUR,IND,0,8th Pass,10500,0,10500
378,719,Anitha Prathap,ERNAKULAM,AAP,0,Graduate Professional,203330000,0,203330000
379,1454,Anjali Anish Damania,NAGPUR,AAP,0,Graduate Professional,193161591,1399670,191761921
380,5105,Anjali Chaudhary,DAUSA,IND,0,Post Graduate,750000,0,750000
381,4512,Anjana Udai Lal,JALORE,INC,0,12th Pass,658610000,202559600,456050400
382,7874,Anjaneyulu.E,MALKAJGIRI,IND,0,Graduate,687000,400000,287000
383,4014,Anjani Pandey,RANCHI,IND,0,Graduate Professional,25000,0,25000
384,4311,Anju,FARRUKHABAD,Bhartiya Shakti Chetna Party,0,Graduate Professional,989068,0,989068
385,5768,Anju Bala,MISRIKH,BJP,0,Graduate,37618214,1200000,36418214
386,4230,Anju Devi Dhanka,DAUSA,IND,0,Graduate,6022739,2800000,3222739
387,5782,Anju Singh,RAE BARELI,AITC,0,Post Graduate,2874863,110000,2764863
388,1729,Anju Urf Muskan,BULANDSHAHR,RLD,0,12th Pass,2995000,1656134,1338866
389,1340,Anjuman Agnihotri,NEW DELHI,IND,0,12th Pass,930631,169975,760656
390,1620,Ankur,MUZAFFARNAGAR,IND,0,12th Pass,7425346,0,7425346
391,6543,Ankur Amrutkumar Dhameliya,RAJKOT,AAP,0,12th Pass,3592268,250000,3342268
392,5150,Ankush Munjaji Tupsamundre,AURANGABAD,IND,0,Literate,5110000,1942,5108058
393,1405,Ankush Vijayrao Nawale,WARDHA,SP,0,Graduate Professional,1551000,72000,1479000
394,5461,Annadurai A,TIRUVANNAMALAI,IND,0,Illiterate,200000,0,200000
395,5460,Annadurai B,TIRUVANNAMALAI,IND,0,Not Given,220000,0,220000
396,5449,Annadurai C N,TIRUVANNAMALAI,DMK,0,Graduate,116791971,48430837,68361134
397,7160,Annamalai .S,RAMANATHAPURAM,IND,0,Post Graduate,7080000,1300000,5780000
398,1924,Annamma Joy,CHALAKUDY,AITC,0,Graduate,6397000,2040000,4357000
399,5815,Annu Tandon,UNNAO,INC,1,Graduate,636029024,30000000,606029024
400,4971,Anokhey,FARRUKHABAD,IND,0,12th Pass,10149863,0,10149863
401,2983,Anoop Mishra,MORENA,BJP,0,12th Pass,110523112,6878160,103644952
402,2988,Anoop Nagar,MORENA,IND,0,Literate,420000,0,420000
403,7725,Anoop Singh,HOSHIARPUR,Bharti Jan Suraksha Party,0,10th Pass,4390000,220000,4170000
404,2862,Anosh Ekka,KHUNTI,Jharkhand Party,3,10th Pass,36766971,4224902,32542069
405,4429,Anowar Hussain,DHUBRI,AGP,0,Graduate,828710,0,828710
406,5186,Ansari Jahid Mukhtar,BHIWANDI,Bahujan Mukti Party,1,12th Pass,3844989,0,3844989
407,5183,Ansari Jalaluddin Moinuddin,BHIWANDI,AAP,0,Others,5896347,0,5896347
408,5184,Ansari Mumtaz Abdul Satar,BHIWANDI,BSP,0,8th Pass,255000,0,255000
409,5196,Ansari Nihal Ah Md Harun,DHULE,AAP,0,10th Pass,36566800,6000000,30566800
410,4974,Anshu Mahan,FARRUKHABAD,IND,0,Literate,1702500,0,1702500
411,4402,Anshul Verma,HARDOI,BJP,0,Post Graduate,30385000,0,30385000
412,3229,Anta Alok Baskey,MAYURBHANJ,AJSUP,0,Graduate,8604192,600000,8004192
413,7021,Anthony Muthu,KANNIYAKUMARI,CPI(ML)L,10,Post Graduate,8468000,0,8468000
414,964,Anto Antony,PATHANAMTHITTA,INC,0,Graduate,5410884,4211050,1199834
415,7733,Anu Kumar,HOSHIARPUR,IND,1,12th Pass,91000,0,91000
416,764,Anubha Munjare,BALAGHAT,SP,5,Post Graduate,36108915,2167687,33941228
417,757,Anuj Ganga Singh Patta,MANDLA,GGP,0,Graduate,4480097,2220000,2260097
418,4420,Anuj Kumar Garg,MATHURA,AAP,0,Post Graduate,71875216,7343000,64532216
419,514,Anup Phukon,DIBRUGARH,AGP,0,Post Graduate,4737100,3549764,1187336
420,2043,Anup Sing Dahiya,SONIPAT,Rashtriya Jatigat Aarakshan Virodhi Party,0,10th Pass,13153500,152500,13001000
421,6031,Anupam Hazra,BOLPUR,AITC,0,Doctorate,4866883,0,4866883
422,3311,Anupama Sethy,JAGATSINGHPUR,AAP,0,Post Graduate,525564,10000,515564
423,5548,Anuradha Sharma,JHANSI,BSP,0,12th Pass,316366402,0,316366402
424,4970,Anurag Rajput,FARRUKHABAD,IND,0,12th Pass,1585000,0,1585000
425,3294,Anwar,TUMKUR,IND,0,Graduate,2886450,0,2886450
426,6200,Anwar Alam,MADHEPURA,AAP,0,Others,770380,0,770380
427,7439,Anwar Deen.S,TIRUCHIRAPPALLI,Samata Party,1,Literate,427101,0,427101
428,2973,Anwar Khan,KHAJURAHO,IND,0,10th Pass,901857,0,901857
429,2944,Anwar Khan,GUNA,IND,0,10th Pass,77000,0,77000
430,1875,Anwar Shakeel Omar,MALAPPURAM,IND,0,Post Graduate,4809396,0,4809396
431,7152,Anwhar Raajhaa.A,RAMANATHAPURAM,AIADMK,0,Graduate,33582876,2700000,30882876
432,3278,Aparajita Mohanty,CUTTACK,INC,0,Graduate,27791663,7903022,19888641
433,5819,Aparupa Poddar (Afrin Ali),ARAMBAG,AITC,0,Post Graduate,3271869,200000,3071869
434,1634,Aphajal,MEERUT,IND,1,8th Pass,425000,0,425000
435,1936,Appanchira Ponnappan,IDUKKI,BSP,0,10th Pass,7611000,0,7611000
436,1819,Appasaheb Kurane,CHIKKODI,Sarva Janata Party,0,12th Pass,348900,0,348900
437,3203,Aqeel Ahmad,SAMBHAL,IND,0,12th Pass,6180000,0,6180000
438,3190,Aqeel Ur Rehman Khan,SAMBHAL,BSP,0,Post Graduate,32724982,2506410,30218572
439,1219,Arakera Shivanagouda Nayak,RAICHUR,BJP,1,Graduate,45433720,7544250,37889470
440,7456,Arangarajan.M,THANJAVUR,BSP,0,12th Pass,10373421,3400000,6973421
441,7158,Arasakumar B.T.,RAMANATHAPURAM,Desiya Forward Bloc,4,Post Graduate,81788578,19687720,62100858
442,3808,Aravind Premanand,MANDYA,IND,0,Graduate Professional,662000,0,662000
443,5549,Archana,JHANSI,AAP,0,Post Graduate,29734417,1000000,28734417
444,6731,Archana Srivastava,RAE BARELI,AAP,0,Post Graduate,2392500,0,2392500
445,7476,Arimazham Thiyagi Subramanian Muthuraja M,SIVAGANGA,IND,0,10th Pass,482295,0,482295
446,4031,Arivazhagan.P,DHARMAPURI,IND,0,12th Pass,3149700,1300000,1849700
447,6992,Arivudainambi.M,DHARMAPURI,IND,0,Post Graduate,7145500,1260000,5885500
448,2475,Arjan Puri,BARMER,IND,0,Literate,386000,0,386000
449,7186,Arjun Balu Arde,MUMBAI NORTH,Ambedkarite Party of India,0,10th Pass,1526630,0,1526630
450,3251,Arjun Charan Mallik,BHADRAK,BSP,0,Graduate Professional,7817500,0,7817500
451,3246,Arjun Charan Sethi,BHADRAK,BJD,0,Post Graduate,6730000,2424000,4306000
452,7195,Arjun Chaudhary,MUMBAI NORTH,IND,0,8th Pass,3081000,0,3081000
453,3869,Arjun Hanmanta Nimbalkar,BEED,IND,0,10th Pass,225000,19000,206000
454,4171,Arjun Prasad Singh,RAJMAHAL,AJSUP,0,Post Graduate,35193984,0,35193984
455,2304,Arjun Ram Meghwal,BIKANER,BJP,0,Post Graduate,18142863,1216408,16926455
456,466,Arjun Singh Thakur,BASTAR,Ambedkarite Party of India,0,Post Graduate,46885000,250000,46635000
457,2693,Arjun Thakur,JAHANABAD,IND,0,Post Graduate,1212500,0,1212500
458,1160,Arjuna Bhatara,NABARANGPUR,Odisha Jan Morcha,0,Graduate,4137000,815000,3322000
459,7329,Arjunbhai Versingbhai Rathva,CHHOTA UDAIPUR,AAP,0,Post Graduate,3157543,1135000,2022543
460,2449,Arjunlal Meena,UDAIPUR,BJP,0,Post Graduate,17049951,8195866,8854085
461,7251,Arjunsing Divansing Vasave,NANDURBAR,Bharipa Bahujan Mahasangh,0,Graduate,233000,0,233000
462,815,Arka Keshari Deo,KALAHANDI,BJD,0,Graduate,69822063,831688,68990375
463,3157,Arman Khan,PILIBHIT,IND,0,Graduate Professional,91775,40000,51775
464,537,Armerington Kharshiing,SHILLONG,AAP,0,Not Given,10547837,211214,10336623
465,4887,Aroon Barooa,MANGALDOI,Regional Democratic Secular Congress,0,Post Graduate,732083,0,732083
466,4828,Arpita Ghosh,BALURGHAT,AITC,0,Graduate,544790,0,544790
467,4017,Arsad Ayub,RANCHI,IND,1,10th Pass,5746855,0,5746855
468,3059,Arshadurraza Khan,AONLA,IND,0,Post Graduate,3973500,0,3973500
469,4131,Arti Singh,RAIGARH,INC,0,Post Graduate,6306588,558727,5747861
470,2984,Arujn Singh (Pappu Kushwah),MORENA,Rashtriya Samanta Dal,0,8th Pass,2006618,0,2006618
471,7371,Arul Anbarasu,SRIPERUMBUDUR,INC,2,Post Graduate,45125593,27706387,17419206
472,5445,Aruljothi A,TIRUVANNAMALAI,IND,0,Graduate,125000,18000,107000
473,5456,Arumugam C,TIRUVANNAMALAI,SP,0,12th Pass,2175777,0,2175777
474,5693,Arumugam M,SALEM,IND,0,10th Pass,11075983,0,11075983
475,5455,Arumugam R,TIRUVANNAMALAI,IND,0,10th Pass,1533000,0,1533000
476,7081,Arumugam. C,MAYILADUTHURAI,IND,0,8th Pass,789651,112500,677151
477,3377,Arun Bhatia,PUNE,Peoples Guardian,1,Post Graduate,842515000,8000000,834515000
478,3647,Arun Harishchandra Manjrekar,RATNAGIRI SINDHUDURG,IND,0,10th Pass,3745087,26000,3719087
479,100,Arun Jaitley,AMRITSAR,BJP,0,Graduate Professional,1130216000,82000000,1048216000
480,2008,Arun Kumar,HISAR,IND,0,12th Pass,13095700,320000,12775700
481,410,Arun Kumar,AMBALA,CPI,0,Graduate Professional,450000,0,450000
482,1794,Arun Kumar Agarwal,DARJEELING,IND,0,12th Pass,29039342,0,29039342
483,165,Arun Kumar Bhowmik,TRIPURA WEST,SUCI(C),0,Graduate,2443828,145939,2297889
484,4672,Arun Kumar Joshi,DURG,IND,0,Others,45500,0,45500
485,7670,Arun Kumar Joshi,AMRITSAR,IND,3,12th Pass,2852000,0,2852000
486,2839,Arun Kumar Mishra,HAZARIBAGH,JVM(P),0,Graduate,55808583,23803410,32005173
487,5074,Arun Kumar Roopak,ALWAR,Naya Daur Party,0,Others,171000,0,171000
488,4744,Arun Marandi,RAJMAHAL,BSP,0,Graduate,365700,0,365700
489,2542,Arun Nagorao Gajbhiye,BHANDARA-GONDIYA,IND,0,Graduate,1295000,8382,1286618
490,5807,Arun Shankar Shukla,UNNAO,SP,2,10th Pass,178200582,2901208,175299374
491,4193,Arun Subhash Chandra Yadav,KHANDWA,INC,2,Graduate,318304270,59900980,258403290
492,1362,Arun Thakur,EAST DELHI,Samyak Parivartan Party,0,12th Pass,1081500,0,1081500
493,6265,"Arun, N.",ARAKKONAM,IND,0,Doctorate,10435836,2093000,8342836
494,5432,Arunachalam P,TIRUVANNAMALAI,IND,0,Graduate,879897,0,879897
495,7442,Arunachalam.A,TIRUCHIRAPPALLI,IND,0,Post Graduate,570200,0,570200
496,613,Arunakumara,MANDYA,IND,0,8th Pass,225000,0,225000
497,2254,Arunangshu Bhattacharjee,SILCHAR,SUCI(C),0,Post Graduate,873605,666567,207038
498,6864,Arundhathi Jaiganesh (A) S.Jaiganesh,CHENNAI CENTRAL,IND,0,10th Pass,0,0,0
499,5356,Arunkumar Sheshram Pathak,NAVSARI,IND,2,10th Pass,649767,40000,609767
500,244,Arunoday Saha,TRIPURA WEST,INC,0,Doctorate,33892463,0,33892463
501,138,Arup Kumar Mahanta,KALIABOR,CPI(ML)L,0,Graduate,458613,0,458613
502,6077,Arvapally Ambati,BHONGIR,BSP,0,10th Pass,100000,0,100000
503,1653,Arvind,BAGHPAT,IND,0,12th Pass,410000,100,409900
504,1590,Arvind Dongre,CHHINDWARA,Bahujan Mukti Party,0,10th Pass,4084000,0,4084000
505,3109,Arvind Giri,KHERI,BSP,20,Graduate Professional,26196212,1471211,24725001
506,6657,Arvind Kumar,FATEHPUR,IND,0,Graduate,4181000,0,4181000
507,5816,Arvind Kumar,UNNAO,AAP,0,Graduate Professional,38453489,1650000,36803489
508,4937,Arvind Kumar,AKBARPUR,AAP,0,Graduate Professional,13672038,0,13672038
509,205,Arvind Kumar Sharma,KARNAL,INC,0,Post Graduate,35428444,15584114,19844330
510,1404,Arvind Shamrao Lillore,WARDHA,IND,0,Others,144186,0,144186
511,2034,Arvind Tiwari,KARNAL,IND,0,Doctorate,160000,0,160000
512,4523,Asaduddin Owaisi,HYDERABAD,All India Majlis-E-Ittehadul Muslimeen,4,Graduate Professional,40611099,14000000,26611099
513,3138,Asarpat Singh,NAGINA,IND,0,12th Pass,600528,0,600528
514,7512,"Asath, M.M.",THENI,IND,0,5th Pass,1862664,530000,1332664
515,2406,Asfak Ali,KOTA,IND,0,8th Pass,1050000,0,1050000
516,1545,Asha Singh,SIDHI,Rashtriya Apna Dal,0,10th Pass,67500,0,67500
517,3624,Ashapak Shaikh,PUNE,IND,1,8th Pass,110000,0,110000
518,2513,Ashatai Abhyankar Amravati,AMRAVATI,IND,0,Graduate,3450000,1360000,2090000
519,1814,Ashfaq Ahmed Madaki,CHIKKODI,AAP,0,Post Graduate,419204,0,419204
520,6067,Ashis Kumar Das,ULUBERIA,IND,0,Graduate,4266900,1362000,2904900
521,7809,Ashish,BATHINDA,IND,0,10th Pass,30267,0,30267
522,440,Ashish,KARNAL,AIFB,0,Graduate,2077000,1100000,977000
523,1238,Ashish Bhushan Pathak,CHATRA,IND,0,Post Graduate,3530500,0,3530500
524,29,Ashish Khetan,NEW DELHI,AAP,0,Post Graduate,17172618,3005294,14167324
525,2711,Ashish Ranjan Sinha,NALANDA,INC,0,Graduate,94210202,0,94210202
526,3115,Ashok,KHERI,AAP,0,Graduate Professional,392000,580000,0
527,4814,Ashok,UJJAIN,IND,0,12th Pass,70000,0,70000
528,3329,Ashok Babarao (Ambhore) Dudhgaonkar,PARBHANI,Ambedkar National Congress,0,12th Pass,50000,0,50000
529,3872,Ashok Bhagoji Thorat,BEED,IND,0,Not Given,50000,0,50000
530,2078,Ashok Bhardwaj,GURGAON,National Janhit Congress (AB),0,Graduate Professional,239374641,3790167,235584474
531,787,Ashok Bisi,BARGARH,CPI,2,Graduate Professional,644707,15000,629707
532,2416,Ashok Chandna,BHILWARA,INC,1,Graduate,141642689,89589191,52053498
533,3871,Ashok Dhondiba Sonwane,BEED,IND,0,8th Pass,0,0,0
534,3650,Ashok Dnanu Mane(Bhau),SANGLI,IND,0,12th Pass,527584,39000,488584
535,7217,Ashok Kisan Lokhande,MUMBAI NORTH CENTRAL,Republican Party of India,0,8th Pass,1274084,600000,674084
536,3970,Ashok Ku Bhagat,KATIHAR,IND,1,Literate,1196345,0,1196345
537,393,Ashok Kumar,GAYA,JMM,0,Post Graduate,1843000,0,1843000
538,2403,Ashok Kumar,KOTA,BSP,0,5th Pass,421000,0,421000
539,128,Ashok Kumar,SATNA,IND,0,Graduate,289957,0,289957
540,570,Ashok Kumar,JAMMU,BSP,0,10th Pass,4435000,350000,4085000
541,621,Ashok Kumar,NAWADA,Rajnaitik Vikalp Party,1,Literate,3116000,0,3116000
542,4481,Ashok Kumar,KATIHAR,IND,0,12th Pass,94891,0,94891
543,4414,Ashok Kumar,MAINPURI,IND,0,10th Pass,7695000,150000,7545000
544,4921,Ashok Kumar,AGRA,IND,0,10th Pass,5900000,0,5900000
545,4325,Ashok Kumar,FATEHPUR SIKRI,Gareeb Adami Party,0,10th Pass,1061000,0,1061000
546,5114,Ashok Kumar,KARAULI-DHOLPUR,IND,0,10th Pass,1565000,0,1565000
547,5516,Ashok Kumar,FATEHPUR,Samtawadi Republican Party,0,12th Pass,2974775,0,2974775
548,5761,Ashok Kumar,MISRIKH,BSP,0,Post Graduate,28370000,2302789,26067211
549,4279,Ashok Kumar Doharey,ETAWAH,BJP,0,Graduate,12252688,0,12252688
550,2400,Ashok Kumar Jain,KOTA,AAP,0,Graduate Professional,30617000,333466,30283534
551,131,Ashok Kumar Masih,BALAGHAT,CPI,0,5th Pass,184000,0,184000
552,1141,Ashok Kumar Panda,SAMBALPUR,IND,0,Graduate,5947626,853925,5093701
553,2238,Ashok Kumar Sharma,JAMMU,IND,0,Graduate,6156613,215602,5941011
554,2044,Ashok Kumar Vashishth,SONIPAT,RPI(A),0,10th Pass,1501000,0,1501000
555,7068,Ashok Kumar.A,KRISHNAGIRI,IND,0,8th Pass,349000,0,349000
556,7060,Ashok Kumar.K,KRISHNAGIRI,AIADMK,3,10th Pass,1176436,0,1176436
557,689,Ashok Mahadeorao Nete,GADCHIROLI-CHIMUR,BJP,0,12th Pass,12125676,5830550,6295126
558,792,Ashok Mittal,BARGARH,AITC,0,10th Pass,0,0,0
559,5736,Ashok Pandey,LUCKNOW,IND,0,Graduate Professional,2150000,0,2150000
560,6252,Ashok Paswan,SAMASTIPUR,Bahujan Mukti Party,0,Graduate,71308,0,71308
561,5708,Ashok Paswan Advocate,KANPUR,IND,0,Post Graduate,14685076,0,14685076
562,2915,Ashok Pawar,BHOPAL,Samata Samadhan Party,1,12th Pass,4808000,600000,4208000
563,3338,Ashok Pradhan,PURI,CPI(ML)L,2,Graduate Professional,2006000,300000,1706000
564,2646,Ashok Ram,ARRAH,IND,0,12th Pass,71051,0,71051
565,1259,Ashok Ram,PALAMAU,IND,0,10th Pass,3099116,0,3099116
566,3340,Ashok Sahu,PURI,BJP,1,Post Graduate,55639509,0,55639509
567,5630,Ashok Shankar Jadhav,THANE,Bahujan Mukti Party,0,Graduate Professional,19550000,970000,18580000
568,3392,Ashok Shirpati Khandebharad,SHIRUR,MNS,2,Graduate,11569911,1781742,9788169
569,2953,Ashok Singh,GWALIOR,INC,0,Graduate,288174756,77611615,210563141
570,418,Ashok Tanwar,SIRSA,INC,1,Doctorate,72777188,11222039,61555149
571,5844,Ashok Tarachand Patil,JALGAON,IND,0,Literate,4501297,0,4501297
572,5606,Ashok Tryambak Ingale,RAVER,IND,0,5th Pass,391000,0,391000
573,924,Ashok Vithoba Khandale,CHANDRAPUR,RPI,0,Graduate,10956000,1000000,9956000
574,7617,Ashok Vitthal Sonwane,JALNA,IND,1,Graduate,821000,700000,121000
575,3677,Ashok Waman Gaikwad,SATARA,RPI(A),3,12th Pass,13608263,857836,12750427
576,4941,Ashok Yadav,AKBARPUR,IND,0,Others,11178000,0,11178000
